,confession,compound,positive,negative,neutral,timestamp,compound_smoothed,positive_smoothed,negative_smoothed,neutral_smoothed
12," ""To the person in 18.102 that constantly squeezes their water bottle and squirts out water:""PLEASE STOP!The sound that this makes is VERY, VERY DISGUSTING and annoying! It is very easy to drink water without distracting the entire classroom. I am sitting in the opposite side of the room and I can still hear you. I am sure that I am not the only one that is annoyed because I see other people staring at you whenever you do it. I know it probably bothers me more than it should, but please stop.
",-0.6511,0.083,0.128,0.789,02/28/2019 19:25:00,0.3403006334841647,0.1850398190045259,0.05390316742081478,0.7610570135746648
13," ""MIT professors are way kinkier than we give them credit for. A lot of them have this weird LaTeX fetish, and some of them even try get us into LaTeX as well. No thanks, 6.042, I'll stick to my pdf fetish""
",0.5461,0.163,0.087,0.75,02/28/2019 19:25:00,0.3247501357466081,0.1867819004524897,0.06577375565610896,0.7474443438914069
14," ""@19940 @20067 @20342 are yall truly koreaboos if you're not attending KSA's culture show https://www.facebook.com/events/770587429993641/""SUN, MAR 3 AT 5 PM ESTKSA Culture Show 2019: MIT CastleWalker Memorial Â· Cambridge, MAArt Â· 111 peopleInterested
",0.4404,0.094,0.0,0.9059999999999999,02/28/2019 19:25:00,0.19593067873303277,0.1643556561085982,0.08059457013574706,0.7550497737556603
15," ""I don't really understand some girls' obsession with muscular guys. when you hug them does it feel like hugging a large brick??? my boyfriend is squishy and I think it makes him better for hugging. discuss""
",0.905,0.325,0.053,0.622,02/28/2019 19:25:00,0.19626325791855317,0.14294208144796458,0.08553212669683305,0.7715257918552079
16," ""Bruh avocado slices are whack. Like how the fuck did they cut up guacamole""
",-0.4767,0.131,0.293,0.5760000000000001,02/28/2019 19:24:00,0.20841719457013694,0.15155837104072484,0.09407511312217244,0.7543665158371083
17," ""Can someone please tell me how the duck those MIT videos about students are made. Why isn't my work being highlighted?""
",0.3182,0.10300000000000001,0.0,0.897,02/28/2019 19:24:00,0.15763529411764793,0.13670045248868856,0.11022805429864312,0.7530714932126737
18," ""Whoever was watching Mankitsu Happening in Stata, your headphones werenât plugged in.""
",0.0,0.0,0.0,1.0,02/28/2019 19:24:00,0.16893574660633573,0.12985972850678806,0.09228506787330368,0.7778552036199138
19," ""Amazon: u want this""Me: I want thatBalance: No u dont
",-0.1531,0.295,0.25,0.455,02/28/2019 19:24:00,0.12919873303167495,0.09748687782805485,0.08749321266968374,0.8150199095022668
20," ""Now get this: I was walking to class this morning and wanted to go through the quad, past the tent for the College of Computing event. A security guard at the door stopped me saying ""you can't do that"". ""How do I get to class?"" I asked. The security guard again said ""you can't"". I thought they misheard me and asked a couple more times, and they kept saying I couldn't until someone else came out and said I could go around.""Now obviously I'm not claiming that they woul...See More
",0.4404,0.055999999999999994,0.022000000000000002,0.922,02/28/2019 19:23:00,0.02071963800904998,0.099288687782806,0.09794479638009104,0.8027665158371085
21," ""Alex, this is M. I donât think this is gonna work. Iâm not brave enough to say this to your face, but I feel like this relationship needs to end. Sorry""
",0.2292,0.1,0.102,0.7979999999999999,02/28/2019 19:21:00,0.10804407239819067,0.11220633484162958,0.09058190045248918,0.7972117647058867
22," ""can you guys, please, stop smoking weed on campus (just an asthmatic trying to breathe)""
",0.0258,0.131,0.126,0.743,02/28/2019 19:20:00,0.07650171945701406,0.08910407239819053,0.07707511312217237,0.8338208144796426
23," ""Petition for Ivan to get a facebook account""
",0.0,0.0,0.0,1.0,02/28/2019 19:18:00,0.19728579185520467,0.11155837104072461,0.06356380090497774,0.8248778280543032
24," ""@ girl in 009 office hours, did your bidirectional bfs end up working or not?""
",0.0,0.0,0.0,1.0,02/28/2019 19:18:00,0.20236624434389253,0.13115203619909574,0.08816289592760229,0.7806850678733075
25," ""I just got back from leave and now I feel like I have no friends.""
",0.0258,0.157,0.214,0.629,02/28/2019 19:17:00,0.27116542986425485,0.14993393665158453,0.09101357466063398,0.759052488687787
26," ""So I sort of accidentally blurted out that I love my best friend, to him. But he loves me too :)""
",0.8853,0.436,0.07,0.494,02/28/2019 19:17:00,0.26691285067873444,0.13080271493212742,0.08255203619909549,0.7866452488687825
27," ""I walked across the field in the snow today, and I saw a bunny hopping on the other side. Excitedly, I turned to my companion and chanted, ""Bunny bunny bunny bunny!"" And then I thought of the Shakespeare Ensemble.""
",0.5562,0.096,0.0,0.904,02/28/2019 19:16:00,0.20914651583710528,0.15107511312217276,0.09414660633484215,0.7547782805429906
28," """"how to confess on MIT Confessions:-political opinion that is vastly unpopular and unfounded, causes many attacks on me-...See More
",-0.4404,0.0,0.139,0.861,02/28/2019 19:15:00,0.292352579185522,0.1624126696832588,0.08804343891402763,0.749543891402719
29," ""My weird kink that gets me hard is code linters. You put your code in and out comes a beautiful masterpiece ð®ðð«""
",0.7845,0.285,0.11,0.605,02/28/2019 19:15:00,0.3180290497737574,0.15495927601810036,0.08524343891402761,0.7597972850678774
30," ""I was in the Banana Lounge at like 12:30am and I'm pretty sure I saw a group of people walk in and take an entire box of bananas. What the fuck? I feel like this sort of behavior could lead us to losing this type of thing. Also, that is just plain abusive. I'm pretty sure I recognized one of them and know their name. If people are pissed enough at this, I'll call them out lol. Otherwise I'll assume I'm just overreacting.""
",0.3182,0.18600000000000003,0.14300000000000002,0.6709999999999999,02/28/2019 19:14:00,0.28248470588235447,0.14967692307692387,0.07347511312217235,0.7768479638009094
31," ""To that really cute Asian girl who always seems to be wearing shorts / dresses in this weather, you seem really chill and I wanna get to know you (but I sometimes worry that youâre gonna get frostbite)""
",0.10099999999999999,0.084,0.07400000000000001,0.8420000000000001,02/28/2019 19:14:00,0.3301860633484181,0.14760904977375647,0.0655384615384619,0.7868524886877871
32," ""Marisa Gaetz, unless you need my kidneys more, you have my heart.""
",0.0,0.0,0.0,1.0,02/28/2019 19:13:00,0.3134823529411782,0.11864705882353006,0.049004524886878106,0.8323484162895973
33," ""Rafael Reif lookin like he got mutually selected by next house""
",0.3612,0.2,0.0,0.8,02/28/2019 19:13:00,0.2771247058823545,0.09751764705882408,0.05350407239819034,0.8489782805429911
34," ""PSA: Reasons why men wear shorts in the winter:""1. Itâs convenient. 2. Lots of pockets to store various odds and ends in. 3. Sometimes theyâre your most comfortable piece of clothingBasically itâs safe, quick, and easy and everyone should try this at least once in their lifetimes, lest you regret it later. Eom.
",0.7645,0.153,0.046,0.8009999999999999,02/28/2019 19:13:00,0.35811466063348607,0.13034389140271563,0.045929411764706135,0.8237266968325836
35," ""Yo how many Ecuadorians are there out here?""
",0.0,0.0,0.0,1.0,02/28/2019 19:13:00,0.46547782805430105,0.13034660633484235,0.007904072398190111,0.8617493212669731
36," ""Remember that dude who was like very expensive royalty ridden proprietary format. Lmao.""Like
",0.3612,0.172,0.0,0.828,02/28/2019 19:12:00,0.3789710407239839,0.10112579185520419,0.003638914027149366,0.8952352941176519
37," ""Sometimes I wish I never came here. I had to adapt to this place while dealing with an eating phobia; literally being afraid to swallow fucking food. Life was terrible. But I'm happy to say that I'm getting over it. I think that it was a problem that stemmed from caring too much about what others thought of me. I would eat alone because of the anxiety, and I'm sorry to all the potential friends I alienated. Not giving a fuck has given me a sense of agency, and is making everything better. (Not sharing for pity, just feels therapeutic)""44Like
",0.9173,0.22,0.154,0.626,02/28/2019 19:12:00,0.32739095022624615,0.0939429864253399,0.008972850678733105,0.8970841628959325
38," ""petition to open an mit-harvard shuttle""
",0.0,0.0,0.0,1.0,02/28/2019 19:12:00,0.20585628959276137,0.09892941176470643,0.044619004524887124,0.8564515837104119
39," ""Iâm calling you out on confessions: please donât have sex in the barker bathroom at 11:27 pm""
",0.3182,0.126,0.0,0.8740000000000001,02/28/2019 19:11:00,0.09774271493212733,0.09823891402714988,0.07348868778280582,0.8282723981900498
40," ""has anyone transferred out of MIT because. i wanna. and need advice please""
",0.3182,0.17300000000000001,0.0,0.8270000000000001,02/28/2019 19:10:00,0.02501266968325814,0.0856334841628964,0.09077647058823579,0.8235194570135793
41," ""Is Salma Islam single?? cuz shawty you lookin thicccc""
",0.0,0.0,0.0,1.0,02/28/2019 19:10:00,-0.013241809954751105,0.10301900452488745,0.1070859728506793,0.7899538461538507
42," ""idk about y'all but i can't wait to take a fat shit in the new vassar dorm once it's open""
",-0.7269,0.0,0.276,0.7240000000000001,02/28/2019 19:09:00,0.12307158371040794,0.12765339366515907,0.10991855203619968,0.762477828054303
43," ""I need to stop watching The Office in public bathrooms bc it always cracks me up and then people are either weirded out that I'm laughing like a crazy person in the stall or they think I'm crying and idk which better.""
",-0.4939,0.113,0.215,0.672,02/28/2019 19:09:00,0.10329990950226309,0.1207547511312224,0.12367420814479706,0.7556117647058865
44," ""My vibratorâs battery died, so I used my roommateâs sonic toothbrush instead, and honestly? Best orgasm of my goddamn life""
",0.128,0.249,0.23199999999999998,0.519,02/28/2019 19:09:00,0.18082497737556666,0.15407692307692392,0.1194226244343898,0.7265321266968365
45," ""alright, can we be real for a sec?""Like for milk before cereal, Love for cereal before milk.Haha for OJ with no pulp, Wow for OJ with pulp.Sad reacc for over-toilet paper, angery reacc for under-toilet paper. ...See More
",0.7783,0.18100000000000002,0.05,0.769,02/28/2019 19:08:00,0.3106914027149338,0.18685067873303268,0.13668687782805503,0.676485067873307
46," ""The guy Iâm currently dating has an ex-girlfriend who is so much smarter than me, and I feel like I have to always prove myself or pretend to be smarter than I actually am. Plus, I feel like if he had the chance, heâd go back to her. I canât tell if my insecurities are legitimate or if Iâm just lacking confidence.""
",0.8540000000000001,0.2,0.062,0.738,02/28/2019 19:08:00,0.40636742081448185,0.18721719457013675,0.11103167420814541,0.7017647058823568
47," ""Queer girl dating is so hard. Like, are we hanging out because weâre friends, or are we gonna fuck?""
",0.6139,0.248,0.079,0.674,02/28/2019 19:08:00,0.414562081447966,0.18815203619909604,0.11292760180995537,0.698924886877832
48," ""Okay iâm not sure what language this is, but I keep hearing Asian folks speaking and they say something that REALLY sounds like the n word, and man oh man it just catches me off guard every single time I here it! Anyone wanna enlighten me as to what this means?""
",0.8866,0.193,0.026000000000000002,0.78,02/28/2019 19:08:00,0.3812086877828075,0.1775384615384625,0.0926425339366521,0.729814479638013
49," ""Honestly the most depressing part of this entire semester is the fact that they stopped selling takis in the stud. #bringthemback""
",-0.2006,0.11599999999999999,0.18600000000000003,0.698,02/28/2019 19:07:00,0.39557665158371247,0.15482352941176553,0.06521176470588273,0.7799511312217238
50," ""Thank Michelle Lia and Sherry for helping me move to a place I can sleep in peace""44Like
",0.5719,0.266,0.0,0.7340000000000001,02/27/2019 20:38:00,0.2287159276018112,0.11171945701357527,0.07551764705882397,0.812669683257923
51," """"you thought getting into MIT was hard, try getting into MIT confessions."" - overheard at MIT""
",-0.1027,0.0,0.091,0.909,02/27/2019 20:37:00,0.09010253393665214,0.0870425339366521,0.08654479638009098,0.8263692307692353
52," ""âhey youâre github is poppinâ""""
",0.0,0.0,0.0,1.0,02/27/2019 20:36:00,0.05034280542986461,0.08770045248868827,0.10274479638009106,0.8095520361990995
53," ""People in the Z center who don't rerack weights or leave dumbbells or benches in random places after using them: what the fuck is wrong with you??""
",-0.8105,0.0,0.298,0.7020000000000001,02/27/2019 20:36:00,0.025025339366516047,0.04976199095022655,0.09981719457013627,0.8504497737556609
54," ""Jacking off is a sport. Donât @ us""- fourth floor
",0.0,0.0,0.0,1.0,02/27/2019 20:35:00,0.05519393665158408,0.05007239819004557,0.09272307692307742,0.8572561085972897
55," ""I know it's late but I'm sO FUCKING SALTY about the 006 entrance exam requirement. They gave us literally 3 days of notice before the semester started so you couldn't possibly prepare unless you wanted to super cram a whole semester's worth of material into a single weekend, were super vague about what would be on it (know discrete math! Want a practice test with some sample difficulty questions on it? No! Fuck you! Have the entire 042 OCW page! Read through that on yo...""See More
",0.6617,0.154,0.12,0.726,02/27/2019 20:35:00,0.17499692307692405,0.08570045248868827,0.06969502262443478,0.8448081447963847
56," ""Low key big-ass shout out to Adam Hartz and 6.01: I really fucking struggled in the circuits unit in that class and had no clue what was going on, but it's really helping me get through 6.002""
",0.0268,0.08,0.127,0.7929999999999999,02/27/2019 20:34:00,0.2777834389140286,0.09109049773755708,0.06210950226244377,0.8469466063348461
57," ""I always see this one African American girl dressed like the qween she is in maseeh. Like today she was wearing a blue skirt and boots in 20 degree weather. Sheâs said hi to me and sheâs always so nice even though Iâm sure she has no clue who I am. Just wanted to say thanks for proving you can still dress well in college""
",0.9138,0.215,0.03,0.7559999999999999,02/27/2019 20:34:00,0.3768537556561107,0.12640995475113193,0.05074660633484192,0.8229945701357511
58," ""I would like to improve the theory that all sports involve yeeting by introducing the fact that kobe is for accuracy and yeet is for distance. Therefore, every sport is some linear combination of kobe and yeeting something or someone.""
",0.6597,0.124,0.0,0.8759999999999999,02/27/2019 20:33:00,0.3866555656108618,0.15789230769230855,0.046688687782805695,0.7954950226244388
59," ""Debugging Latex is the new sexy.""
",0.0,0.0,0.0,1.0,02/27/2019 20:33:00,0.4838790045248894,0.1781140271493222,0.040706787330316976,0.7813710407239862
60," ""Janice u make me sooo happy :)""
",0.5719,0.425,0.0,0.575,02/27/2019 20:32:00,0.48594153846154103,0.19569773755656214,0.029081447963801098,0.7753809954751174
61," ""Tyler Millis is the best person on campus and you cannot change my mind.""
",0.6369,0.244,0.0,0.7559999999999999,02/27/2019 20:31:00,0.22152190045248987,0.16031674208144886,0.06775927601809992,0.7720434389140314
62," """"Not to be prejudiced, but I think she's a premed""--my floormate""
",-0.2382,0.0,0.196,0.804,02/27/2019 20:31:00,0.1683113122171955,0.17337104072398288,0.07333755656108638,0.7533610859728547
63," ""Sloan soup is better than Stata soup.""
",0.4404,0.326,0.0,0.674,02/27/2019 20:30:00,0.08698877828054347,0.18598371040724082,0.10609773755656167,0.7079294117647098
64," ""I would rather touch the feces covered docks and get violently ill while 2k'ing than wear gloves while rowing Ian M.""
",-0.765,0.0,0.258,0.742,02/27/2019 20:30:00,-0.020861357466063435,0.17843167420814576,0.11187963800905039,0.7096316742081488
65," ""So thankful to all Flour-goes for the non eye contact and respect for breakdowns like ""go ahead and cry into that pineapple muffin during lunch rush I feel you girl"". We in this together fam.""55Like
",0.7574,0.225,0.073,0.703,02/27/2019 20:29:00,-0.14553647058823604,0.13060180995475185,0.1457076923076931,0.7236950226244383
66," ""Alright cool guys who wear shorts during this season, why??? I know you probably think you're looking all tough out there flexing what little you have on your calves, but to be honest, it's not worth it. While I'm over here getting bootyblasted by aggressive boston winds, you're over there strutting your stuff when I sure as hell KNOW you're fucking regretting taking one step onto Amherst Alley. Your masculinity would never stoop so low as to wear peasant clothing such...""See More
",-0.879,0.105,0.196,0.698,02/27/2019 20:29:00,-0.19283837104072493,0.122286877828055,0.16360814479638097,0.7141004524886917
67," ""@20415 does yeeting my PSET across the room when I get frustrated count as a sport""
",-0.5267,0.0,0.207,0.7929999999999999,02/27/2019 20:28:00,-0.17905737556561171,0.13207873303167497,0.16769864253393757,0.7002090497737594
68," ""Haven't been feeling great the past few days but I have awesome friends who love and care for me and I'm so grateful""4242Like
",0.9664,0.507,0.085,0.408,02/27/2019 20:28:00,-0.16893239819004613,0.15307873303167505,0.15797918552036283,0.6889194570135785
69," ""Shoutout to the organizers and panelists of the AI Can't Fix This event yesterday! They killed it, that lecture hall was overflowing for a reason.""
",-0.6996,0.0,0.172,0.828,02/27/2019 20:28:00,-0.010291402714932146,0.18400090497737656,0.12781447963800974,0.6881529411764744
70," ""baker 6 east is full of crackheads. every last one of you""
",0.0,0.0,0.0,1.0,02/27/2019 20:28:00,0.08759040723981948,0.19732217194570245,0.12314298642534001,0.6794941176470626
71," ""DynaJust dynaApply to dynaBe a dynaMENTOR!! No dynaRegrets!""
",-0.4724,0.0,0.33899999999999997,0.6609999999999999,02/27/2019 20:26:00,0.19629411764705987,0.19643348416289702,0.09174932126696882,0.7117674208144835
72," ""thank you for being so funny and helpful and nice brandon""
",0.9023,0.634,0.0,0.366,02/27/2019 20:22:00,0.22932135746606458,0.2006054298642545,0.08319185520362035,0.716143891402719
73," ""Janice Moya is so beautiful and a queen and I love her so much she deserves the world eom""
",0.8804,0.38,0.0,0.62,02/27/2019 20:21:00,0.4743961085972876,0.23496108597285198,0.04863710407239846,0.7164723981900492
74," ""QS people know nothing. MIT ranked higher in Art and design when we didnât have this major""
",0.0,0.0,0.0,1.0,02/27/2019 20:21:00,0.47123701357466313,0.24937737556561224,0.02332941176470603,0.7272932126696873
75," ""You make life so much more beautiful and colorful. I wish I could have realized how I feel about you sooner, that I had more than a semester to figure out what to do about it.""You're one of the most strong, thoughtful, and caring women I've ever met. You're a beacon of light and happiness to everyone around you. Thank you for being you.
",0.9717,0.31,0.0,0.69,02/27/2019 20:21:00,0.32093638009049946,0.21467149321267084,0.03368325791855223,0.7516452488687824
76," ""Why do guys wear such bland underwear? I'm out here lookin cute and you give me some grey boxer briefs. smh""
",0.2263,0.171,0.094,0.735,02/27/2019 20:16:00,0.43681936651583936,0.25545520361991086,0.02076561085972864,0.7237791855203659
77," ""Every time I see a Piazza email I get a little hungry for pizza""
",0.0,0.0,0.0,1.0,02/27/2019 20:16:00,0.3068315837104089,0.2230371040723994,0.037603619909502485,0.7393592760181037
78," ""AK your feet are so beautiful""
",0.7177,0.5,0.0,0.5,02/27/2019 20:16:00,0.2457161085972864,0.1714995475113132,0.03392036199095043,0.794580090497742
79," ""As an fyi, the goldman brainteaser wasnt that hard. Took me 15 mins.""
",0.2723,0.22,0.0,0.78,02/27/2019 20:16:00,0.06976461538461586,0.10469230769230833,0.06879547511312253,0.8265122171945747
80," ""Man I feel so bad when the lecturer has to shout over everyone packing up and all the desks squeaking. It's a tragedy of the commons thing where one person doesn't add anything so it doesn't make sense for any one person to be quiet, but still I just feel like the professor is trying to tie up his lecture and it's a matter of a few minutes, plus it's hard to get your material just right cause it's not like you want to end your lecture early either. But then everyone starts squeaking and wants to leave. Especially sucks when the lecturer says ""so the main thing from this lecture"" or ""if you take away one thing from today, just remember"" but he can't finish his sentence cause the hustle is already bustling...""
",-0.6188,0.054000000000000006,0.10400000000000001,0.8420000000000001,02/27/2019 20:15:00,0.15760805429864347,0.14943348416289678,0.059464253393665484,0.7910316742081491
81," ""When roommates are a problem so you have sex in a bathroom""
",-0.4019,0.0,0.231,0.769,02/27/2019 20:13:00,0.2004466968325803,0.19541538461538566,0.07225610859728546,0.732316742081452
82," ""Anna Weinstein is literally bae, like I would follow her gluten free routine just to be with her. And how is this girl playing soccer when she has dem ARMS. like omg, does anyone know if she's into girls??""
",0.8577,0.235,0.0,0.765,02/27/2019 20:13:00,0.11703339366515907,0.1744597285067883,0.06913484162895966,0.7565140271493255
83," ""I find it ironic that fructose is a ketone-containing sugar""
",-0.128,0.0,0.158,0.8420000000000001,02/27/2019 20:12:00,0.21364416289592877,0.19380723981900558,0.06150045248868813,0.7447828054298684
84," ""I'm happy that you feel at home on Tetazoo. I feel less at home everyday :(""
",0.5719,0.209,0.0,0.7909999999999999,02/27/2019 20:12:00,0.2586902262443453,0.20610407239819115,0.06558461538461575,0.7283837104072438
85," ""ready to get fisted by 18.03""
",0.3612,0.33299999999999996,0.0,0.667,02/27/2019 20:11:00,0.176851221719458,0.17103076923077015,0.07527149321267011,0.7537520361990991
86," ""get you a friend who meets Aristotle's definition of a perfect friend; omoruyi you're the best:)""
",0.8779,0.479,0.0,0.521,02/27/2019 20:11:00,0.19353438914027254,0.18947692307692413,0.09195022624434439,0.7186090497737596
87," ""mayowa i could write a SONG about wanting ya. see what i did there. youre a bad bitch thanks for gracing my eyes with your presence. prosper in your badness.""
",-0.4767,0.151,0.212,0.638,02/27/2019 20:10:00,0.2642781900452503,0.21219638009049888,0.09595927601810007,0.6918624434389178
88," ""I used my vibrator last night while my roommate was sleeping.""
",0.0,0.0,0.0,1.0,02/27/2019 20:10:00,0.16265529411764795,0.1813212669683268,0.1016986425339372,0.7169800904977415
89," ""dayme you are the baddest bitch to grace this earth and i love that you know it, you claim it, and you show it""
",0.4939,0.22699999999999998,0.12300000000000001,0.649,02/27/2019 20:10:00,0.179319185520363,0.17100452488687873,0.09790588235294172,0.7310714932126737
90," ""Ben Bitdiddle here: Can y'all course 6's stop complaining cause I could easily do those psets in my sleep.""
",-0.1531,0.11199999999999999,0.187,0.701,02/27/2019 20:04:00,0.1662285067873312,0.1629230769230778,0.10932217194570194,0.7277185520362031
91," ""How can there exist people who do not appreciate the fine fruit Persea americana?""
",-0.431,0.0,0.243,0.757,02/27/2019 20:04:00,0.06829755656108644,0.1280108597285075,0.11852307692307756,0.7533411764705923
92," ""To everyone out there that just âknowsâ no one likes them, Iâd like to tell you that maybe youâre wrong, that maybe youâre the person that I canât admit my feelings for because Iâm afraid itâll ruin the friend group, or maybe youâre the person I steal a glance at in recitation just hoping one day youâll sit by me, or maybe youâre that cutie studying in the library that keeps distracting me from my psets. No matter who you are, just remember that maybe thereâs someone that thinks youâre great, and you just donât realize it.""
",0.4767,0.177,0.142,0.6809999999999999,02/27/2019 20:03:00,0.10240361990950284,0.11734570135746672,0.11774389140271557,0.7648262443438956
93," ""Why do HASS classes give extra credit? I don't need extra credit in those classes. I need them in 6.0001 and 18.03.""
",0.6369,0.22399999999999998,0.0,0.7759999999999999,02/27/2019 20:02:00,0.1744664253393674,0.12494389140271563,0.10162986425339422,0.7733737556561129
94," ""to the person who practiced tchaikovsky's violin concerto at midnight in the piano room, you really made my day:)""1616Like
",0.0,0.0,0.0,1.0,02/27/2019 20:02:00,0.16021619909502346,0.12982262443438985,0.10699638009049832,0.7631511312217236
95," ""im gonna try to wake up before 10am tmrw wish me luck""
",0.6908,0.363,0.0,0.637,02/27/2019 20:01:00,0.15691601809954836,0.15972398190045334,0.11628868778280604,0.7241095022624474
96," ""During the semester, I always wake and bake""A cake that I take and make into a shake because I'm a fake snake who would rather drown in a lake or die in an earthquake for fucks sake than share my hard-earned cake.
",-0.9231,0.045,0.318,0.637,02/27/2019 20:01:00,0.041942081447964075,0.15627692307692392,0.11330678733031738,0.7306199095022665
97," ""Can't wait for commencement _/\_ but is the degree worth though?""
",0.3291,0.19,0.0,0.81,02/27/2019 20:01:00,0.030412579185520525,0.18107420814479736,0.10964886877828114,0.7093529411764745
98," ""To the guy in the beanie at electric bagaloo - sorry about that awkward fist bump / hand shake thing. You seem cool, letâs hangout""11Like
",0.4404,0.196,0.16399999999999998,0.6409999999999999,02/27/2019 20:00:00,-0.06431764705882384,0.17099547511312313,0.10665429864253453,0.7224190045248908
99," ""Graders of various classes: can you please assuage my fears that graders judge me when I turn in incomplete psets?""
",-0.128,0.10400000000000001,0.127,0.769,02/27/2019 20:00:00,-0.08954941176470628,0.1628506787330326,0.10559728506787389,0.7317248868778321
100," ""If someone you know (your ex/current gf) has expressed thoughts about killing themselves earlier months ago but suddenly call and sound more depressed, do you think i should call and report it with the risk of possibly making her situation worse and losing her trust/avenue for sharing what sheâs going through?""
",-0.9336,0.055999999999999994,0.272,0.672,02/27/2019 20:00:00,-0.034393484162896074,0.17298371040724075,0.11274841628959337,0.7145176470588275
101," ""Procrastination sex is the best sex.""
",0.6369,0.457,0.0,0.5429999999999999,02/27/2019 19:59:00,-0.022079276018099614,0.18493393665158472,0.11802895927601875,0.6973366515837143
102," ""Like wtf is the saferide app?? I pinned down a shuttle, set an alarm and waited for it when it was 24 min away and after waiting for like 20 min now it's 35 min away!! I remember the old days when the campus shuttle worked fine but then there came the onDemand shuttle transloc shit and now the traditional campus shuttle also becomes shit... How should I go back to dorm?""
",-0.8033,0.064,0.131,0.805,02/27/2019 19:59:00,-0.007101266968325803,0.170876923076924,0.11434298642533999,0.7151022624434428
103," ""When you looking at sex toys you want to buy in lecture and have to turn screen brightness all the way down""
",0.4404,0.163,0.0,0.8370000000000001,02/27/2019 19:58:00,0.060656832579185915,0.1779755656108607,0.10481357466063405,0.7175285067873343
104," ""burton conner is psetting in fingerless gloves because the windows don't work so it's cold, and the room's too small for your desk to be anywhere other than at the window""they don't want to know the truth
",0.2681,0.06,0.032,0.909,02/27/2019 19:58:00,-0.00887285067873303,0.17140814479638106,0.12364072398190112,0.7052371040724021
105," ""Alassia lang wow what a queen thatâs all i can say bc itâll prob take a long ass time to compliment her on all the things i would like to compliment eom""
",0.8402,0.321,0.09,0.59,02/26/2019 21:27:00,0.061977466063348786,0.1596045248868787,0.10722443438914087,0.733398190045253
