,confession,compound,positive,negative,neutral,timestamp,compound_smoothed,positive_smoothed,negative_smoothed,neutral_smoothed
16," ""(WHOLESOME WEDNESDAY)""A. I mean this platonically, but Sumati Wadhwa's smile makes everyone around her 10x happierB. Ishan Sharma is one of the cutest, most professional, and nicest guys I've met at Cal. I was in his Data 8 class and literally, he was working a full time job and still pulled an amazing grade in this class. I don't even know how. I wish I could ask him out but I don't even think he knows I exist. Is he dating someone?...See More
",0.9747,0.24100000000000002,0.0,0.759,02/27/2019 12:30:00,0.472530497737559,0.16630678733031767,0.05788868778280576,0.775733936651588
17," ""Thereâs this one girl who always wears adidas pants and an purple/pink striped adidas sweater. Iâm pretty sure she gay. Her fingers are always red because of hot Cheeto dust and turns me on so much. Iâd suck on those fingers all day.""
",0.3262,0.113,0.065,0.8220000000000001,02/27/2019 11:00:00,0.3238972850678749,0.1418651583710415,0.07107239819004565,0.7871212669683301
18," ""I just got off a call with my grandparents, in the middle of which I just stopped responding. They were talking about their health issues so nonchalantly, but I couldn't keep it together anymore and started to cry. I love my grandparents a lot--or I know they love me a lot, and I feel responsible for reciprocating that love, which I think I do? They were the ones who took care of me when I was little, but it's just been getting harder and harder to communicate with them...""See More
",0.9721,0.24100000000000002,0.055,0.7040000000000001,02/27/2019 09:30:00,0.2728089592760194,0.13680723981900525,0.08153212669683305,0.7817104072398233
19," ""The admin of this page created it just so they can voice all their unpopular/cringeworthy opinions and anxieties whilst disguising it as the anonymous mindset of the student body by occasionally including submitted confessions to throw people off their trail.""
",-0.2263,0.047,0.091,0.862,02/27/2019 08:00:00,0.021806063348416387,0.10403167420814538,0.09776742081448019,0.7982416289592804
20," ""If you thought your day was bad, at least you didn't walk into office hours and start crying in front of your professor because of how stressed you were! GO BEARS!!!!!""
",-0.8798,0.0,0.266,0.7340000000000001,02/26/2019 21:30:00,-0.2787735746606349,0.07799909502262488,0.12392941176470657,0.798173755656113
21," ""I once got 2 SD above the mean on a CS midterm and I'm still coasting on the ego boost I got from it a year and a half later.""
",0.4019,0.10099999999999999,0.0,0.899,02/26/2019 20:00:00,-0.3841572850678754,0.05400090497737588,0.14163529411764783,0.8043981900452534
22," ""my roommate's boyfriend smells so. bad. and i didn't even know it until tonight. i really didn't care when she asked if he could stay over, but when he walked into our room i was hit by the stench. now i'm lying in bed, smelling the scent diffuse across the room. i cracked open the window when they went to change. but it may have made the situation worse by increasing airflow. either way, this is disgusting.""
",-0.9578,0.0,0.20800000000000002,0.792,02/26/2019 18:30:00,-0.3791033484162917,0.0644280542986429,0.14395927601810035,0.791588235294122
23," ""Hot take: International students from places like China should only be allowed to study here if they plan on immigrating here. I'm tired of all the Chinese students that come here and only socialize with other Chinese students, cheat off each other, and talk shit about the US. If you hate it so much here, don't use up resources which could have gone to more deserving domestic students.""
",-0.8934,0.032,0.168,0.8009999999999999,02/26/2019 17:00:00,-0.6696156561086007,0.04495475113122198,0.16264977375565698,0.7923918552036242
24," ""Thanks for degrading me. By saying how toxic I am for wanting to hangout with you. That your friends think Iâm psychotic for liking you for nearly 3 years. That every time you see me, your day gets ruined. For accidentally texting me, âsorry cant hangout I have this awful one-sided hangout with this weird girlâ â which is me. Why do you make it sound like Iâm some type of fiend? You donât understand how devastating and shocking it is to hear that from someone you truly ...""See More
",-0.8213,0.128,0.19699999999999998,0.674,02/26/2019 15:30:00,-0.647082533936655,0.06544615384615421,0.163491402714933,0.7709592760181038
25," ""I don't wanna be narcissistic by thinking this but I think I've seen 2-3 guys take my picture at the gym and I'm confused?? Do guys do that?""
",-0.5408,0.0,0.11800000000000001,0.882,02/26/2019 14:01:00,-0.5578960180995505,0.06840904977375603,0.14695113122172024,0.7844552036199137
26," ""CW: Sexual Assault""I was sexually assaulted by my much older cousin when I was really little. No one in my family knows and my Tia often posts photos of him on facebook. Everytime I see his face, terror washes over me. I would love nothing more than to delete my Tia off of my social media, but my father would eventually find out and that would lead to even more trouble for me. I want to tell my boyfriend so badly, why there are times I am so cautious of his love, but I ...See More
",-0.5601,0.128,0.16,0.7120000000000001,02/26/2019 12:34:00,-0.49399294117647324,0.08445972850678779,0.13202081447963873,0.783271493212674
27," ""I know the person who does that social media company everyone is talking about. I wanted to feel his dick so walking by him I was ""accidentally"" swinging my arms and hit it. I didn't realize until after it was someone that it wasn't him, just someone that looked like him. Sorry whoever I hit, and btw, nice package!""
",0.2481,0.091,0.075,0.833,02/26/2019 11:00:00,-0.4362991855203643,0.08252941176470634,0.12007149321267033,0.7971058823529455
28," ""I wish that I had never started cheating. I cheated my way through high school calculus and community college math, and now I'm cheating my way through math at UC Berkeley. I don't know what pushed me to be a math major. Everyone thinks I'm so smart, but I just cheat my way through everything. I have a basic understanding of calculus, but no understanding of discrete math or linear algebra since I cheated my way through those, and can't write a proof for shit even thoug...""See More
",-0.313,0.141,0.12300000000000001,0.736,02/26/2019 09:30:00,-0.32265466063348586,0.09613846153846206,0.12285158371040791,0.7806895927601852
29," ""all my friends dislike my boyfriend because whenever we have a fight, I always go to my friends and I rarely talk about the good things he does. One of my best friends wanted me to break up with him and she had valid points, but I just can't. I do love him and part of me also doesn't want to be single again. I hated being single, i hate the hookup culture and I like the cuddling and wholesome activities that comes with a relationship. Sometimes I don't know if i'm with him because I want to be with him or I just want to be in a relationship, but I also get a pit in my stomach when I think about life without him. I don't really know what to do because he causes a lot of stress in my life but also keeps me sane (sort of a can't live with him but can't live without him situation)""
",-0.9294,0.083,0.159,0.758,02/26/2019 08:00:00,-0.029724434389140506,0.1129312217194576,0.09287330316742134,0.7939366515837147
30," ""The guy who works at Yali's (I think he goes back and forth between Stanley and Sutardja Dai) LITERALLY looks like Tom Cruise o m g he's also so nice whenever he's taking my order I want to ask him for an autograph. He grew out his hair and now he looks even more like Tom Cruise and I keep imagining him in a pilot uniform like the one from Top Gun. Is he a student here or nah?""
",0.8695,0.174,0.028999999999999998,0.7959999999999999,02/25/2019 21:30:00,-0.025472036199095216,0.0912841628959281,0.08533303167420861,0.823074208144801
31," ""I came in my pants a little when I saw that Bernie Sanders announced he is running for president.""
",0.0,0.0,0.0,1.0,02/25/2019 20:00:00,0.1377643438914034,0.10718642533936712,0.06397375565610897,0.828647058823534
32," ""Dear roommate,""How the fuck do you chew so goddamn loudly? I can hear you snacking on mf Goldfish with my headphones on, full volume. I abhor going to the dining hall with you because I can hear you disgusting smacking from across the table with other peopleâs chatter. You are also by far the messiest eater I have seen. AND YOU DONâT CLEAN UP YOUR SPILLED FOOD UNTIL I POINT IT OUT?? what kind of house were you raised in ð
",-0.8555,0.065,0.154,0.7809999999999999,02/25/2019 18:30:00,0.09850226244343946,0.12409864253393733,0.07373936651583751,0.8019122171945745
33," ""I donât know why Iâm here, why Iâm at this school. I donât have any friends I made on my own. I donât do well in classes. Heck, I donât even fucking try in my classes. Iâm just going through the movements of school. of life. Iâm wasting my parents hard-earned money. Iâm wasting space in this school by not doing well. someone else couldâve gotten in instead of me. someone with aspirations and work ethic. bet this hellhole wants me out now and regrets ever accepting me. I would say I want to go home... but I donât. I love my parents and my brother but itâs so stifling there. I have to be someone Iâm not. I breathe a sigh of relief when I get back on campus but that relief is short lived as the wave of coursework makes me cry and tear my hair out.""I guess Iâm just a little entitled whiny bitch anywaybye
",0.8358,0.14400000000000002,0.091,0.765,02/25/2019 17:00:00,0.06723755656108635,0.11303710407239881,0.0677203619909506,0.8190334841629003
34," ""You fell asleep while we were talking on the phone. I heard you breathing softly and for the longest time I didn't want to hang up. I said goodnight and wished you good rest, but I wish I told you that I love you.""
",0.904,0.243,0.024,0.733,02/25/2019 15:30:00,0.1771741176470598,0.12910588235294188,0.06190588235294152,0.8088470588235339
35," ""I hate living with my roommate so much. She is literally always there and never leaves unless she has class. I never get any alone time to just recharge because she is always. fucking. here. And listen, I know it can be very hard at Berkeley to make friends and whatnot, but from what I can tell, the only person she ever really talks to is her crusty long-distance boyfriend. Otherwise the only people she ever interacts with is study groups. Every time I walk into the roo...""See More
",-0.0712,0.039,0.042,0.919,02/25/2019 14:00:00,0.29118561085972994,0.1400416289592768,0.05891312217194604,0.8009312217194614
36," ""Every time I look at my last name, written, typed, or even hearing someone struggle to pronounce it, I'm reminded of the awful things my father has done to my family. A jolt of sadness overwhelms me every time I see it and it's been almost two years. I'm thinking of changing my last name to my mother's maiden name (which would strongly identify myself as a part of an exclusive tribal group), or to an English-ified version of my last name (take out three letters, my last name feels entirely freed of my father), or even both because I strongly identify with my mother's culture and my American upbringing and not my father's, as much as I've tried to be open. I'm willing to do anything to rid myself from his legacy, and I think it's the last thing I need to completely recover. I'm scared this will be frowned upon though. Thoughts?""
",-0.6674,0.054000000000000006,0.08199999999999999,0.863,02/25/2019 12:30:00,0.2593828054298656,0.1459556561085981,0.0692470588235298,0.7846696832579229
37," ""there's this couple in blackwell that's so cute. it's this bubbly asian girl who's always smiling and this dark-ish boy who smiles whenever he looks at her. i dont know anything about them but when i see them together they're always joking and laughing and hugging and kissing and it makes my heart rly ache for a love like that.""
",0.9809,0.38,0.042,0.578,02/25/2019 11:00:00,0.13842099547511377,0.14887420814479718,0.08627963800905025,0.7646615384615427
38," ""People need to seriously SET AN ALARM for when their clothes are done washing or drying. Seriously it annoys the living hell out of me when your gross ass load of clothing gets in my way of doing laundry. Like I already hate doing laundry and now I have to wait to dry my clothes just because your dumb ass doesn't realize that dryers go for around 50 minutes?!?! I know I sound really mean, but I am always really nice about it and I rarely remove their stuff because I kn...""See More
",-0.8903,0.057999999999999996,0.212,0.73,02/25/2019 09:30:00,0.14159384615384685,0.16322171945701447,0.10076108597285124,0.7357936651583752
39," ""I joined a new research lab a few weeks ago. I show up to the first lab meeting, and I realize: I'm in lab with my ex-girlfriend's new bf, my new gf's ex-boyfriend, my best friend's ex's new boyfriend, and my friend's TA crush.""
",0.6369,0.09699999999999999,0.0,0.903,02/25/2019 08:00:00,0.009862443438914105,0.1466235294117655,0.10825972850678793,0.7449339366515878
40," ""Sometimes it feels like the only way to avoid assault is by having a good boyfriend.""Iâve been single since I came to Cal (well, sorta. My longest Cal relationship was 6 months, so effectively single) and Iâve seen a lot. I was assaulted by my 61a project partner and solicited by enough homework group members freshman year that I did all my work (except my 61b projects, god bless my lovely best friend and female project partner; and 16b and 61c labs/projects due to my l...See More
",0.9417,0.24100000000000002,0.09,0.669,02/24/2019 21:30:00,-0.26303212669683396,0.13485429864253468,0.13613031674208217,0.7288823529411805
41," ""As an international student I am struggling. I hate this stereotype that all international students a rich, it is so not true. I am paying a lot of go here because I know it will help my future and at home my family is way below the poverty line. Sometimes getting access to food and programming is hard for me on campus, and the International Student Fee although a burden on me to pay actual did a lot to help me and other international students. Apparently, Senator James...""See More
",-0.8559,0.091,0.205,0.7040000000000001,02/24/2019 20:00:00,-0.41701067873303366,0.10007692307692365,0.15028778280543065,0.7495610859728549
42," ""CW: Rape""I had a thing with a girl in my unit last semester where Iâd come home too drunk to walk in a straight line, and sheâd swing by and fuck me.Suddenly she stopped taking advantage of me and I guess recently I kinda missed it... so I gave her a booty call.She ignored me and I only just found out she somehow acquired a boyfriend....See More4343Like
",-0.7968,0.057999999999999996,0.179,0.762,02/24/2019 18:30:00,-0.3336757466063366,0.10165520361991007,0.13614932126696908,0.7621891402714974
43," ""Sometimes I think that guys don't realize that girls are JUST as horny as they are. Every time I go to a frat party or any social outing with alpha males, I KNOW these guys would love nothing more than to have a girl suck them off!! But all of these non-frat boys or the nice guys are so afraid to ever make a move like cmon im soaked at this point and would love nothing more than to be in a room with you!!!!!!!!!!!!!!! Fucking pay attention!!!!!!! If u r a quiet shy boy please make your move already because she is probably into you as much as you are into her (this does not in anyway mean to be a freak: no means no. But just shoot your shot and if it doesn't work u got nothing to loose. Girls also wanna quick fuck too sometimes, just talk to her.!""
",-0.3323,0.131,0.145,0.7240000000000001,02/24/2019 17:00:00,-0.28397610859728667,0.09979276018099605,0.12536923076923145,0.7749085972850722
44," ""Some of y'all men gotta stop trying to convince people that you're not toxic shitbags. I don't care if you haven't ever been in trouble; survivors often never report. I don't care that you claim to ""respect friendzones"" or have gone to therapy for however many years. I don't care how many marches you've attended, what activist spaces you're in, or how much effort you put in to call out your shitty friends. And I really don't care that you've watched 10 minute Youtube vi...""See More
",-0.8693,0.083,0.192,0.726,02/24/2019 15:30:00,-0.4477416289592785,0.08417013574660681,0.13243800904977449,0.7834099547511355
45," ""sometimes I sit in class and I think, I really don't plan to pursue a job where I use this or I know I'm going to forget this after a semester or what the heck is going on... and then I sit at home and get distracted on design for hours and think oh that's right it was 4 and now it's 10, I should get to work.... and then I think, should i drop out. I kinda want to drop out. I want to believe I can make it work if I try hard enough. but then the me that's scared always s...""See More
",-0.807,0.021,0.12,0.8590000000000001,02/24/2019 14:00:00,-0.42710108597285296,0.10580723981900511,0.1307945701357473,0.7634343891402758
46," ""There's a girl I met in class this semester. I like her but I'm worried it's too early since we met to tell her, and I'm pretty bad at picking up when someone actually likes me so I'm not sure if she feels the same.""Well, we were joking about how she's later on the rolecall than someone else with her name in our class and the thought occured to me that if she took my last name she'd get to be called earlier. It was a random, weird, stupid-to-voice-aloud kinda thought. But at that same moment she asked me what my last name was.Surely she couldn't have been thinking the same thing. How statistically unlikely is it that I would meet other people as awkward as myself?
",-0.3046,0.087,0.10300000000000001,0.81,02/24/2019 12:30:00,-0.5076980090497762,0.10155113122172002,0.13873393665158446,0.7596986425339409
47," ""my one criteria for guys is if they can score higher than me on cs midterms. hit me up with your stats kids, let's see if we can make this work""
",0.0,0.0,0.0,1.0,02/24/2019 11:00:00,-0.35689022624434574,0.0980144796380096,0.11717828054298707,0.7848678733031718
48," ""to the two people who asked if i was okay and tried to be encouraging when i was crying on the 51b (saturday feb 16): thanks again. i can't say that my day had a dramatic turn of events for the better or anything like that, but it was nice to have a few people who took notice and tried to do something. thank you for being kind, i hope good things come your way.""
",0.9764,0.322,0.023,0.655,02/24/2019 09:30:00,-0.09813040723981957,0.1184751131221726,0.09991402714932182,0.7817393665158414
49," ""Made a stupid joke to my boyfriend about building the wall. Heâs black. He also didnât find it funny. Later that night, he destroyed my walls and I came like a republican slut under his huge democratic dick.""
",-0.3612,0.205,0.215,0.58,02/24/2019 08:00:00,0.14656760180995548,0.13595746606334916,0.09188235294117698,0.7724180995475155
50," ""I'm so tired of thirsty EECS boys. I'm just a regular ass girl in CS. The amount of times guys have wanted to partner with me for a project just so they can attempt to get in my pants is ridiculous. I was studying with someone last year and writing a solution on the board when he commented some bullshit about my ass in the shorts I was wearing. I'm just so sick of this shit. When I was interning, it was so refreshing for people to just treat me as a peer and nothing els...""See More
",-0.9654,0.045,0.221,0.7340000000000001,02/23/2019 21:30:00,0.23939212669683385,0.14581176470588314,0.09366696832579238,0.7606316742081489
51," ""I definitely donât hate my roommate, I think sheâs really cool and has put up with my fair share of BS as well. The thing is she has the absolute worst eating habits. Seriously though, she eats microwave pizza for breakfast and eats tons of those nutella jars every other day. Her mom even sent her a care-package just loaded with sweets and junk food. She already has the golden bear meal plan, but every time she goes she just eats the pizza and greasy foods. She also has...""See More
",0.3174,0.11,0.065,0.825,02/23/2019 20:00:00,0.319775837104074,0.14749864253393744,0.08508687782805477,0.7673683257918594
52," ""Hi, I wonder if anyone has the same problem but I'm a gay guy with little interest in sex. I've turned several people off by this so I'm really afraid to get into a relationship or afraid that I won't be able to find a relationship like ever. Some guys have told me it's ok when we started hanging out but things could only go so far before they said that it wouldn't work because they're horny and I'm usually not. I don't watch porn that often, like once or twice a week a...""See More
",0.9003,0.132,0.019,0.8490000000000001,02/23/2019 18:30:00,0.29375647058823684,0.14274570135746684,0.08836199095022673,0.7690190045248911
53," ""Bay Area conservatives are some of the worst people on the planet. I've lived my entire life prior to Cal in heavily conservative areas, and I never had a problem despite being part of multiple marginalized groups. It was possible to make friends with them, because they mostly cared about taxes or guns or religion or something. I could change their minds on issues I knew well and they didn't. Sometimes they even convinced me of stuff. Bay Area Republicans? Utterly fucki...""See More
",0.7819,0.14400000000000002,0.046,0.8109999999999999,02/23/2019 17:00:00,0.3695685067873322,0.13412850678733107,0.07663257918552077,0.7893294117647103
54," ""The hardest part about dating a white person is every time I see someone with the same hair color, I get super excited because I think itâs her. â¹ï¸""Anyone else have this problem?
",0.4897,0.17800000000000002,0.08800000000000001,0.7340000000000001,02/23/2019 15:30:00,0.37026162895927806,0.11745791855203686,0.06992307692307732,0.8126733031674254
55," ""hereâs some thoughts on pursuing a competitive STEM major at least partially due to the promise of financial stability. i have mixed feelings here. many people hate on cs or engineering majors because a lot of people do it for the money. however, what if they want financial stability? what if they never experienced that before? what if their families are depending on you hoping that college will all pay off when you get a nice job and can send back money to help pay for...""See More
",0.755,0.14800000000000002,0.069,0.7829999999999999,02/23/2019 14:00:00,0.1997387330316753,0.07646244343891448,0.06907692307692347,0.8544787330316789
56," ""Why do girls that aren't tall want a tall guy so bad? I find it kinda off-putting when a girl judges a guy for their height when they themselves wouldn't even be able to reach a shower head. They just look like children to me, especially if I wouldn't even see the top of their head when walking down Sproul. I get it for tall girls if they don't want to feel like they're dating a child, if they want a guy taller than them. But seriously, it's kind of disgusting when regular or short girls judge guys by their height when they're still shorter than the ""short guy"". I'm saying this as 6'3"" dude at Cal, who's fed up with girls trying to climb me. Find someone your own size.""
",-0.8029999999999999,0.045,0.1,0.8540000000000001,02/23/2019 12:30:00,0.22157701357466186,0.08972850678733084,0.05864434389140306,0.8516090497737603
57," ""Someone asked about the bpm of your neighbors' sex; I'm not the guy who posted the other post, but I measured it to be 5.5 beats per second.""[admin's note: this is 330 BPM]
",0.0,0.0,0.0,1.0,02/23/2019 11:00:00,0.14428199095022712,0.09609773755656163,0.06666063348416328,0.8371873303167466
58," ""Iâve sucked dick in main stacks before. Sure Iâve had sex in the bathroom and elevator before, but this was just behind one of those bookshelves with the wheels. Iâve been trying to practice abstinence until I find a wholesome relationship, but itâs hard when Iâm so horny and I just really wanna get dicked down ð at the same time, I know it wonât do it for me anymore. I really long for a stable, emotional connection.""
",0.3497,0.10300000000000001,0.07200000000000001,0.826,02/23/2019 09:30:00,0.03497574660633511,0.09309864253393717,0.07910588235294162,0.82770497737557
59," ""I don't feel bad about the conservative activist who got punched in the mouth the other day. I have spoken to the Turning Point USA guys before, and it becomes pretty clear that they are just another right wing org trying to pose as an oppressed minority. Hayden Williams, the man who got popped, doesn't actually go to Berkeley; he is a ""Field Representative"" for Campus Reform's parent organization (that is based in the state of Virginia and endorsed by the President). ...""See More
",0.7615,0.11699999999999999,0.034,0.848,02/23/2019 08:00:00,-0.0006247058823528606,0.09431855203619961,0.08151674208144842,0.8241085972850724
60," ""Out of all the things for Berkeley to break first, I did not expect it to be my fucking ass hole. And no, this is not a sex confession.""Yesterday, I was using public transportation to go to an outing with some friends, and the instant we got off the train, I suddenly felt the need to take a GINORMOUS ASS SHIT. It was really hard for me to hold it in because I had gymed out really hard in the previous day, so I had to actually use some JEDI-like FOCUS plus the FORCE to h...See More
",-0.9306,0.03,0.172,0.7979999999999999,02/22/2019 21:30:00,0.03761728506787366,0.10108325791855259,0.08834751131221767,0.8104180995475158
61," ""So last night I asked this guy to go down on me, and he was like girls have never asked him to ever go down on them. LIKE REALLY? Girls, it is 2019!! This whole non-reciprocal sex SHIT is CANCELLED!! If you want me to EAT DICK, I NEED TO GET LICKED!! PERIOD!""
",-0.8039,0.109,0.191,0.7,02/22/2019 20:00:00,0.14524226244343982,0.11501357466063414,0.0878099547511317,0.7971484162895972
62," ""I only want to join a frat because of their cool apparel. I only looked into frats with aesthetically pleasing letter combinations, Like Pi Kappa Phi or Pi Lambda Phi. JUST LOOK AT THE SYMMETRY OF PI LAMBDA PHI! I only want to good looking letter combination, not something like DKE, AEP or sigma ligma dugma. Like do people not consider the letter combination and how good it looks when rushing? I wonder if this is the case for sororities as well. We definitely need more houses with aesthetically-pleasing letter combinations.""
",0.9651,0.255,0.02,0.725,02/22/2019 18:30:00,0.24852452488687923,0.12854841628959346,0.09311764705882403,0.7782470588235337
63," ""Over the summer this really cute girl moved in and started parking her bike in the back of our apartment building. Me and my housemates would see her all the time and joke about which one of us she would go for. Even though we didn't actually know her, we thought it was funny and enjoyed seeing her which is why we were all sad when she stopped parking her bike there at the end of last semester and then didn't come again this semester.""We thought she moved or started st...See More
",0.7713,0.114,0.049,0.8370000000000001,02/22/2019 17:00:00,0.4372377375565635,0.14553755656108677,0.09614479638009102,0.7581990950226286
